Date,speed_rpm,speed_Hz,Current,Voltage,temp_mot,temp_amb,1x[Vibration],2x[Vibration],3x[Vibration],4x[Vibration],5x[Vibration],6x[Vibration],7x[Vibration],8x[Vibration],9x[Vibration],10x[Vibration],1x[Current],2x[Current],3x[Current],4x[Current],5x[Current],6x[Current],7x[Current],8x[Current],9x[Current],10x[Current],1x[Voltage],2x[Voltage],3x[Voltage],4x[Voltage],5x[Voltage],6x[Voltage],7x[Voltage],8x[Voltage],9x[Voltage],10x[Voltage],0-4k_Hz[Vibration],4k-8k_Hz[Vibration],8k-16kHz[Vibration],16k-26kHz[Vibration],0-4k_Hz[Current],4k-8k_Hz[Current],8k-16kHz[Current],16k-26kHz[Current],0-4k_Hz[Voltage],4k-8k_Hz[Voltage],8k-16kHz[Voltage],16k-26kHz[Voltage],Anomaly_Count,Anomaly,Anomaly_Details,target,score,pred,target_eval,is_fp,speed_bin,current_bin,temp_bin
2020-12-02 17:25:47.452,7854.915649,130.915261,1.405646,2.97577,26.597905,21.760152,0.112803,0.066477,0.099746,0.089176,0.537782,0.440912,0.598743,0.472159,0.599719,0.107163,0.038665,0.036455,0.030604,0.029978,0.024369,0.431209,0.0258,0.026752,0.055921,0.025833,0.008485,0.008173,0.00771,0.008778,0.007148,0.006633,0.006921,0.00761,0.008478,0.007301,12.165308,12.12321,38.155448,20.83818,5.1117,3.803151,6.119,6.442138,2.031723,2.003776,3.949137,4.69492,0,Normal,,0,-0.021426083714406352,1,0,True,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:25:51.815,7896.886823,131.61478,1.278338,2.999781,26.79254,21.752733,0.102536,0.065109,0.113428,0.093354,0.63872,0.450444,0.713539,0.469663,0.654698,0.052315,0.02109,0.015184,0.018168,0.014738,0.011985,0.457228,0.016088,0.023525,0.069181,0.028096,0.00506,0.003936,0.005472,0.005368,0.00432,0.004924,0.033431,0.005326,0.004548,0.005608,12.325953,13.3204,44.030561,24.48143,4.271949,3.239908,4.929249,4.798681,1.810513,1.749358,3.449973,4.11022,0,Normal,,0,-0.017613476005642892,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:25:56.211,7930.025716,132.167095,1.580694,2.965028,26.93895,21.761209,0.088758,0.063932,0.118545,0.089705,0.573533,0.375628,0.51116,0.240448,0.302562,0.027494,0.023926,0.01812,0.018467,0.023711,0.016271,0.364709,0.014309,0.016576,0.033141,0.020757,0.007412,0.007142,0.007701,0.006883,0.030336,0.007931,0.007183,0.008413,0.006477,0.02068,8.40364,7.519637,25.156199,12.891634,3.939754,3.025984,5.309487,5.783561,2.027215,1.997502,3.969998,4.742503,0,Normal,,0,-0.01344898676607953,0,0,False,"(7907.97, 8068.484]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:00.612,7875.525783,131.258763,1.306983,2.980509,27.024279,21.72349,0.150243,0.082949,0.130881,0.086392,0.593262,0.514459,0.683786,0.425539,0.513825,0.127066,0.031805,0.023342,0.025679,0.034148,0.023802,0.474427,0.019499,0.021507,0.060506,0.030673,0.005858,0.004743,0.005932,0.006519,0.005521,0.004942,0.00533,0.004223,0.005852,0.005279,12.634129,12.406847,44.616427,24.433847,4.930631,3.657968,5.746147,6.041708,1.927454,1.856205,3.688696,4.400108,0,Normal,,0,-0.0174087425698376,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:26:05.012,7927.479877,132.124665,1.590242,2.963764,27.106556,21.709322,0.088512,0.054765,0.127192,0.076728,0.532807,0.384995,0.58884,0.310083,0.426282,0.149426,0.016678,0.017668,0.027153,0.022808,0.013851,0.398443,0.013803,0.024185,0.061262,0.030206,0.008596,0.008197,0.007771,0.008313,0.00771,0.008589,0.008534,0.008585,0.008127,0.008381,11.217778,10.709099,42.028506,19.746301,4.251479,3.307315,5.140881,5.174223,1.85854,1.809271,3.569129,4.255952,0,Normal,,0,-0.01078798423693661,0,0,False,"(7907.97, 8068.484]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:09.411,7913.646464,131.894108,1.612521,2.961552,27.302729,21.73384,0.126734,0.085829,0.159787,0.075739,0.443348,0.372118,0.520519,0.247077,0.384729,0.180463,0.032963,0.025166,0.023481,0.023514,0.017176,0.38459,0.012412,0.021165,0.051049,0.026631,0.006396,0.0053,0.004967,0.004909,0.005536,0.029955,0.004726,0.004896,0.006136,0.005199,10.107675,9.447808,35.814265,17.144104,4.164845,3.22115,5.229167,5.418608,1.795071,1.766457,3.47849,4.140358,0,Normal,,0,-0.016419996268330683,1,0,True,"(7907.97, 8068.484]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:13.811,7968.065,132.801083,1.622069,2.961552,27.476094,21.701467,0.073827,0.053129,0.141844,0.078684,0.484694,0.259317,0.510297,0.220006,0.32708,0.165517,0.017453,0.014319,0.025506,0.019081,0.013618,0.35309,0.015112,0.019682,0.053018,0.024201,0.006499,0.005566,0.007247,0.006031,0.006413,0.028426,0.005226,0.005424,0.008825,0.006583,9.316262,8.071046,31.636082,20.046246,3.843599,3.019317,5.063027,5.520567,2.005157,1.976361,3.949913,4.762703,0,Normal,,0,-0.015175530198079046,1,0,True,"(7907.97, 8068.484]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:18.216,7900.326766,131.672113,1.580694,2.962184,27.679434,21.705165,0.162781,0.050908,0.174748,0.076484,0.431453,0.295347,0.438429,0.2683,0.263815,0.206229,0.026398,0.023776,0.038494,0.028567,0.021522,0.375756,0.0162,0.023407,0.056288,0.03099,0.003373,0.004683,0.003532,0.004094,0.002556,0.002888,0.002414,0.002396,0.002809,0.003125,9.88557,9.151497,35.79871,23.544743,4.279095,3.289049,5.40192,5.726479,1.938958,1.894411,3.738853,4.476167,0,Normal,,0,-0.023258323373952616,1,0,True,"(7875.089, 7907.97]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:22.616,7919.70479,131.99508,1.38655,2.973558,27.8933,21.706914,0.159968,0.067748,0.163861,0.093085,0.439421,0.275217,0.5644,0.263816,0.323392,0.223885,0.017136,0.01393,0.027537,0.021954,0.010504,0.394432,0.016542,0.019692,0.06259,0.02937,0.003924,0.003459,0.003428,0.0032,0.002145,0.00209,0.002559,0.003369,0.002579,0.00333,10.802939,9.871346,40.478808,32.684141,4.213981,3.255453,5.267505,5.441646,1.979618,1.939116,3.859554,4.572995,0,Normal,,0,-0.023199299478879887,1,0,True,"(7907.97, 8068.484]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:26:27.015,7877.662942,131.294382,1.128752,2.99283,28.102843,21.674419,0.159273,0.084497,0.181514,0.096696,0.558624,0.294888,0.665889,0.317477,0.274415,0.27162,0.047849,0.042989,0.057171,0.050179,0.024088,0.458232,0.037718,0.018065,0.079836,0.051021,0.007199,0.007909,0.007544,0.009237,0.005983,0.037654,0.00794,0.006894,0.008888,0.0086,13.289559,12.608988,52.480042,32.783936,5.350131,3.957961,6.100785,6.535419,2.105543,2.047779,4.018068,4.809521,0,Normal,,0,-0.02517651560276657,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:26:31.552,7897.521143,131.625352,1.879867,2.944492,28.359458,21.686719,0.10748,0.067523,0.192002,0.083132,0.405076,0.1905,0.475279,0.232859,0.110168,0.247674,0.061195,0.054618,0.063898,0.060929,0.038258,0.33995,0.038466,0.019166,0.072094,0.046694,0.008822,0.007391,0.010495,0.008074,0.007792,0.02959,0.007753,0.005726,0.011392,0.006721,10.161116,9.576994,38.663555,22.281251,5.029639,3.795902,6.423194,7.020114,1.944306,1.832205,3.67048,4.397709,0,Normal,,0,-0.025379566994781944,1,0,True,"(7875.089, 7907.97]","(1.863, 2.641]","(25.967, 34.421]"
2020-12-02 17:26:36.034,7875.482654,131.258044,1.361088,2.979245,28.588609,21.701014,0.141557,0.078002,0.145991,0.060724,0.39063,0.191829,0.402644,0.196897,0.034581,0.228181,0.059344,0.053899,0.058133,0.046991,0.02965,0.351535,0.03715,0.016598,0.061261,0.040495,0.009068,0.007015,0.009216,0.007207,0.008101,0.03018,0.007737,0.005701,0.010479,0.007509,9.43841,8.830836,34.354207,23.896031,5.514318,4.208683,7.332035,8.174437,2.185655,2.150988,4.225881,5.109437,0,Normal,,0,-0.014788466555597513,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:26:40.412,7889.643463,131.494058,1.555232,2.9625,28.784141,21.701854,0.169777,0.073437,0.192817,0.094733,0.409531,0.240334,0.497077,0.206883,0.158235,0.317963,0.04544,0.047425,0.040082,0.040457,0.023462,0.434026,0.035385,0.02508,0.07437,0.029315,0.010156,0.008091,0.0078,0.008101,0.008243,0.034776,0.009774,0.00768,0.010169,0.008058,10.681764,10.392341,42.422184,24.950662,5.450357,4.058982,6.651688,7.405579,2.24456,2.189864,4.308524,5.178735,0,Normal,,0,-0.011911467717331425,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:44.847,7906.91808,131.781968,1.383367,2.971346,28.986938,21.696732,0.081955,0.049571,0.153346,0.062204,0.3622,0.218048,0.356639,0.15849,0.181283,0.250484,0.021938,0.020453,0.028848,0.02593,0.015422,0.356355,0.019206,0.019109,0.05606,0.026274,0.008296,0.008178,0.008267,0.008123,0.007936,0.009362,0.008839,0.006799,0.008289,0.007505,8.847792,8.43622,33.77894,20.502168,4.311347,3.360215,5.71801,6.161546,1.965176,1.932182,3.834789,4.571981,0,Normal,,0,-0.017933206310342453,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:26:49.211,7881.838808,131.36398,1.418377,2.974822,29.203753,21.703168,0.135204,0.079481,0.227775,0.069267,0.410167,0.278483,0.369826,0.193905,0.307884,0.263246,0.028892,0.031397,0.034382,0.027769,0.026098,0.441024,0.017224,0.015801,0.067606,0.028225,0.00537,0.004881,0.004126,0.004632,0.005965,0.005145,0.005391,0.005143,0.005463,0.004851,10.996297,11.124036,48.465647,23.819841,5.073796,3.850758,6.232092,6.741431,2.173952,2.071674,4.147223,5.027178,0,Normal,,0,-0.015465801301930315,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:26:53.612,7957.951196,132.63252,1.628434,2.959025,29.396906,21.707998,0.115617,0.087139,0.221221,0.052031,0.176807,0.159515,0.204179,0.183927,0.258218,0.104297,0.0253,0.030499,0.028344,0.023761,0.015057,0.268799,0.017087,0.011919,0.039786,0.016496,0.004469,0.004219,0.005239,0.004866,0.004405,0.003295,0.004052,0.004289,0.004171,0.003898,7.623323,6.624065,25.348512,13.863493,3.930141,3.158158,5.590103,6.202687,2.119769,2.062647,4.110958,4.946056,0,Normal,,0,-0.014397564240062888,1,0,True,"(7907.97, 8068.484]","(1.499, 1.67]","(25.967, 34.421]"
2020-12-02 17:26:58.013,7967.046504,132.784108,1.408829,2.972926,29.602438,21.715345,0.163685,0.075771,0.21598,0.068814,0.333092,0.255852,0.17262,0.233749,0.413724,0.171537,0.01957,0.02205,0.035685,0.024825,0.015245,0.427613,0.020786,0.01236,0.060796,0.020943,0.008548,0.008191,0.007762,0.007607,0.006309,0.006105,0.007098,0.00975,0.006554,0.007026,10.600769,9.216897,39.902977,21.01907,4.771163,3.601509,6.034868,6.428765,2.064122,1.997254,3.970553,4.725407,0,Normal,,0,-0.016562983155617883,1,0,True,"(7907.97, 8068.484]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:02.417,7829.8585,130.497642,1.364271,2.973242,29.678029,21.683537,0.172874,0.049488,0.198528,0.047904,0.304622,0.234744,0.168927,0.222783,0.397015,0.167204,0.055177,0.045623,0.046423,0.030887,0.024384,0.374687,0.039195,0.025378,0.072565,0.0221,0.008233,0.009473,0.007882,0.00782,0.006982,0.032846,0.007576,0.007915,0.010186,0.007472,11.519551,10.352231,42.401229,21.726762,5.516371,4.115,6.924883,7.638146,2.272874,2.225508,4.42661,5.287559,0,Normal,,0,-0.02169678261791741,1,0,True,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:06.816,7865.331823,131.088864,1.88305,2.975454,29.811679,21.706506,0.178485,0.097908,0.247618,0.0654,0.356405,0.346509,0.29915,0.327674,0.480631,0.079407,0.077345,0.055211,0.045582,0.031604,0.024683,0.404715,0.045267,0.027068,0.067455,0.014811,0.009041,0.008268,0.007683,0.008392,0.005948,0.044223,0.007694,0.007755,0.008992,0.006935,15.548714,13.886605,57.604723,26.205797,6.986128,4.745899,7.868039,8.617911,2.290717,2.202131,4.360263,5.220845,0,Normal,,0,-0.018393142982761068,1,0,True,"(6198.0869999999995, 7875.089]","(1.863, 2.641]","(25.967, 34.421]"
2020-12-02 17:27:11.218,7907.491647,131.791527,1.402463,2.91669,29.905436,21.69929,0.092131,0.047469,0.169592,0.03722,0.222279,0.221599,0.255805,0.187966,0.373914,0.091335,0.054269,0.049836,0.051145,0.031268,0.023067,0.366702,0.030227,0.022454,0.068892,0.020995,0.007437,0.007754,0.006739,0.006879,0.006179,0.028567,0.00702,0.006143,0.007657,0.006748,10.45366,9.729074,40.097021,27.008427,4.629434,3.386508,5.657958,6.015729,1.921334,1.879732,3.72573,4.417331,0,Normal,,0,-0.017000061587819415,1,0,True,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:15.612,7931.885221,132.198087,1.723915,2.952074,29.96112,21.672954,0.165199,0.039326,0.208258,0.028446,0.218891,0.185899,0.316617,0.12488,0.304766,0.093645,0.022863,0.017195,0.050949,0.017715,0.0204,0.297725,0.01645,0.012999,0.06456,0.023424,0.006693,0.007018,0.006431,0.007052,0.006134,0.005548,0.006,0.005381,0.005808,0.006593,10.129972,8.236263,32.459854,24.046065,4.089358,3.183847,5.438011,5.87697,1.989085,1.952686,3.875132,4.610052,0,Normal,,0,-0.019110250973307763,1,0,True,"(7907.97, 8068.484]","(1.67, 1.863]","(25.967, 34.421]"
2020-12-02 17:27:20.013,7911.059418,131.85099,1.370636,2.976085,30.116336,21.655585,0.087759,0.054447,0.163438,0.026402,0.208798,0.269187,0.418799,0.14186,0.330494,0.07146,0.021272,0.020575,0.04213,0.024951,0.019422,0.386658,0.014346,0.015418,0.078271,0.024725,0.007534,0.007906,0.00691,0.005561,0.004882,0.00597,0.006104,0.005178,0.005756,0.00543,12.239769,10.229113,48.195806,34.747719,4.600135,3.489987,5.731089,5.990982,1.915588,1.860742,3.665339,4.382437,0,Normal,,0,-0.017279621443182736,1,0,True,"(7907.97, 8068.484]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:24.413,7837.981102,130.633018,1.844857,2.944176,30.264273,21.648644,0.173703,0.052904,0.175856,0.024805,0.190927,0.227842,0.400272,0.116693,0.248826,0.043445,0.036182,0.031774,0.052464,0.024502,0.033828,0.351383,0.018895,0.024877,0.062264,0.023455,0.009095,0.007673,0.00967,0.007451,0.009391,0.030858,0.009718,0.007713,0.01085,0.007562,12.03442,9.417065,42.571848,30.018796,4.815884,3.683215,6.146988,6.679114,2.082962,2.040156,4.038354,4.838444,0,Normal,,0,-0.015820760677952683,1,0,True,"(6198.0869999999995, 7875.089]","(1.67, 1.863]","(25.967, 34.421]"
2020-12-02 17:27:28.813,7924.02196,132.067033,1.819396,2.94544,30.496745,21.653352,0.111359,0.079085,0.187263,0.02532,0.157215,0.193344,0.411832,0.146002,0.297574,0.073067,0.024689,0.018046,0.046987,0.02422,0.021432,0.309133,0.018681,0.014933,0.072618,0.024967,0.008316,0.005151,0.009975,0.005836,0.008483,0.027174,0.008663,0.006335,0.01139,0.00633,10.77779,8.223995,37.374172,22.48819,4.289363,3.358124,5.760001,6.130194,2.029834,1.989684,3.969009,4.726406,0,Normal,,0,-0.008579428447429649,0,0,False,"(7907.97, 8068.484]","(1.67, 1.863]","(25.967, 34.421]"
2020-12-02 17:27:33.213,7901.606212,131.693437,1.84804,2.941649,30.700771,21.646436,0.172167,0.059166,0.162258,0.018646,0.134753,0.221319,0.305348,0.166727,0.274041,0.111625,0.017453,0.018379,0.039824,0.01868,0.01679,0.348356,0.013944,0.012262,0.022523,0.01198,0.010474,0.011752,0.008618,0.007386,0.008764,0.009034,0.00847,0.008639,0.008812,0.008605,9.372966,7.131245,32.677367,19.31579,4.41898,3.415395,6.00379,6.533675,2.029752,2.004818,3.969965,4.755316,0,Normal,,0,-0.010102939260783206,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(25.967, 34.421]"
2020-12-02 17:27:37.613,7893.597421,131.559957,1.440656,2.967239,30.901237,21.668494,0.144485,0.088584,0.14658,0.017704,0.153757,0.246961,0.404658,0.151164,0.349344,0.171925,0.045614,0.048624,0.060783,0.029542,0.036743,0.395585,0.020644,0.028458,0.068848,0.024946,0.007297,0.007372,0.008096,0.006206,0.007581,0.030431,0.006725,0.006637,0.00712,0.006172,9.499652,7.986844,36.461528,22.217012,4.880542,3.514381,6.289525,6.866788,2.109501,2.058939,4.135147,4.922121,0,Normal,,0,-0.00674730369211185,0,0,False,"(7875.089, 7907.97]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:42.018,7889.313308,131.488555,1.695271,2.951127,31.088355,21.682302,0.158987,0.078639,0.094326,0.016591,0.139674,0.216857,0.39607,0.141324,0.384369,0.260932,0.061301,0.052784,0.052574,0.036664,0.040453,0.312554,0.025222,0.026905,0.066711,0.024731,0.008272,0.007825,0.006176,0.005997,0.006779,0.025354,0.00656,0.006742,0.007617,0.005989,9.316584,8.599462,38.444834,24.922532,4.468446,3.33336,5.684903,6.129085,1.829431,1.791382,3.529007,4.243032,0,Normal,,0,-0.004387894518102176,0,0,False,"(7875.089, 7907.97]","(1.67, 1.863]","(25.967, 34.421]"
2020-12-02 17:27:46.414,7842.145979,130.702433,1.192406,2.987143,31.226957,21.65757,0.077426,0.051355,0.107899,0.015643,0.138525,0.309937,0.340266,0.175329,0.465859,0.312074,0.070943,0.055146,0.066572,0.043484,0.056548,0.388099,0.037482,0.039944,0.075138,0.029007,0.008969,0.008032,0.008856,0.006695,0.007596,0.031044,0.007174,0.00764,0.008611,0.006106,9.845131,9.230753,40.538679,26.535185,6.075313,4.396221,7.746595,8.744127,2.192369,2.179681,4.253794,5.110444,0,Normal,,0,-0.012183967144972163,0,0,False,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:50.819,7867.752848,131.129214,1.262425,2.985879,31.358949,21.672759,0.136368,0.08881,0.102849,0.016657,0.163683,0.281221,0.288193,0.141823,0.37414,0.348366,0.075652,0.072563,0.075188,0.045608,0.059222,0.386184,0.03178,0.038253,0.079827,0.03511,0.010802,0.010515,0.012338,0.009473,0.010076,0.030471,0.007417,0.009196,0.012112,0.008457,10.096438,8.899594,37.339495,24.540234,5.751066,3.868775,7.099469,7.779768,2.190268,2.095028,4.222597,5.021977,0,Normal,,0,-0.01348390688621326,1,0,True,"(6198.0869999999995, 7875.089]","(0.609, 1.499]","(25.967, 34.421]"
2020-12-02 17:27:55.213,7885.031949,131.417199,1.622069,2.958709,31.513328,21.675797,0.157084,0.074202,0.129209,0.026195,0.197185,0.312589,0.414714,0.177778,0.334061,0.442381,0.06922,0.059742,0.096983,0.053625,0.049321,0.465129,0.042987,0.039291,0.082281,0.039685,0.009275,0.008615,0.009701,0.008137,0.007395,0.037217,0.008307,0.007017,0.00886,0.007165,11.608167,9.779607,47.826955,34.816663,6.148655,4.213337,7.48579,8.181714,2.308656,2.203464,4.477584,5.303811,0,Normal,,0,-0.003964715918365114,0,0,False,"(7875.089, 7907.97]","(1.499, 1.67]","(25.967, 34.421]"
